"A._CID","B._Lib_Con","C._MID","F1.1","F1.2","F1.3","G1.1","G1.2","G1.3","G1.4","H1.1","H1.2","I1.1","I1.2","F1.4"
1,1,"CON090",0,0,1,0,0,0,0,0,0,2,3,1
3,1,"CON088",0,1,1,0,1,0,0,0,0,3,0,1
3,1,"CON089",0,1,0,0,0,1,0,0,0,0,0,1
3,1,"CON090",0,0,1,0,1,0,0,0,0,2,0,1
3,1,"CON092",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON093",0,1,0,0,0,0,0,1,0,0,4,1
3,1,"CON094",0,1,0,0,1,0,0,0,0,0,0,1
3,1,"CON095",0,0,1,0,0,0,0,0,0,2,0,1
3,1,"CON096",0,1,0,0,0,0,0,0,0,3,0,1
3,1,"CON097",0,0,1,0,0,0,0,0,0,0,0,1
3,1,"CON098",0,1,0,0,0,0,0,0,0,3,4,1
3,1,"CON099",1,1,0,0,0,1,0,0,0,0,0,1
3,1,"CON100",0,1,0,0,0,0,0,0,0,2,3,1
3,1,"CON101",0,1,0,0,0,1,0,0,0,0,0,1
3,1,"CON102",0,1,0,0,0,0,0,0,0,2,3,1
3,1,"CON104",1,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON105",1,1,0,0,1,0,0,0,0,2,0,1
3,1,"CON106",0,1,0,0,0,0,0,0,0,0,0,1
3,1,"CON107",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON108",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON109",0,1,0,0,0,0,0,0,0,3,0,1
3,1,"CON110",0,1,1,1,1,0,0,0,0,0,0,1
3,1,"CON091",0,1,0,1,1,0,0,0,0,0,0,1
3,1,"CON103",0,1,0,1,1,0,0,0,0,0,0,1
3,1,"CON111",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON112",0,1,0,0,0,0,0,0,0,3,0,1
3,1,"CON113",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON114",0,1,0,0,0,0,0,0,0,4,0,1
3,1,"CON115",0,1,1,0,0,0,0,0,0,3,3,1
3,1,"CON116",0,1,0,0,1,0,0,0,0,3,0,1
3,1,"CON117",0,1,0,0,0,0,0,0,0,2,3,1
3,1,"CON118",1,1,0,0,0,0,0,1,1,1,3,1
3,1,"CON119",0,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON120",0,0,0,0,0,0,0,0,0,2,3,1
1,1,"CON091",0,1,0,1,0,1,0,0,0,0,0,1
1,1,"CON092",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON093",0,1,0,0,0,0,0,0,0,0,4,1
1,1,"CON094",0,1,0,1,0,0,0,0,0,0,2,1
1,1,"CON095",0,1,1,0,0,0,0,0,0,2,0,1
1,1,"CON096",0,1,0,0,0,0,0,0,0,2,3,1
1,1,"CON097",0,0,1,0,0,0,0,0,0,2,0,1
1,1,"CON098",0,1,0,0,0,0,0,0,0,2,2,1
1,1,"CON099",0,1,0,0,0,1,0,0,0,0,0,1
1,1,"CON100",0,1,0,0,0,0,0,0,0,2,1,1
1,1,"CON101",0,1,0,0,0,0,0,0,0,0,3,1
1,1,"CON102",0,1,0,0,0,0,0,0,0,2,3,1
1,1,"CON104",0,1,0,0,0,0,1,0,0,2,0,1
1,1,"CON105",0,1,0,0,1,0,0,0,0,2,0,1
1,1,"CON106",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON107",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON108",0,1,0,0,0,0,0,0,0,2,2,1
1,1,"CON109",0,1,0,0,0,0,0,0,1,3,3,1
1,1,"CON110",0,1,0,1,1,0,0,0,0,0,0,1
1,1,"CON111",0,1,0,0,0,0,1,0,0,2,3,1
1,1,"CON112",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON113",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON114",0,1,0,0,0,0,0,0,0,4,2,1
1,1,"CON115",0,1,1,0,0,0,0,0,0,0,3,1
1,1,"CON116",0,1,0,0,1,0,0,0,0,2,0,1
1,1,"CON117",0,1,0,0,0,0,0,0,0,2,2,1
1,1,"CON118",0,1,0,0,0,0,0,0,1,2,3,1
1,1,"CON119",0,1,0,0,0,0,1,0,0,2,0,1
1,1,"CON120",0,1,0,0,0,0,0,0,0,2,1,1
1,1,"CON121",0,1,0,0,1,0,0,0,0,2,0,1
1,1,"CON122",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON121",0,0,0,0,0,0,0,0,0,3,3,1
3,1,"CON122",0,1,0,0,1,0,0,0,0,2,0,1
3,1,"CON123",0,0,1,0,0,0,0,0,0,0,4,1
1,1,"CON123",0,0,0,0,0,0,0,0,0,1,4,1
3,1,"CON124",0,1,1,0,0,0,0,0,0,4,0,1
3,1,"CON125",0,1,0,0,0,1,0,0,0,0,0,1
1,1,"CON124",0,1,1,0,0,0,0,0,0,4,0,1
3,1,"CON126",0,1,0,1,0,0,0,0,0,0,2,1
1,1,"CON125",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON127",0,1,0,1,0,0,0,0,0,0,0,1
3,1,"CON128",1,1,0,0,0,1,0,0,0,0,2,1
1,1,"CON126",0,1,0,0,0,1,0,0,0,0,2,1
3,1,"CON129",0,1,0,0,0,0,0,0,0,0,0,1
1,1,"CON103",0,1,0,0,0,1,0,0,0,0,0,1
1,1,"CON127",0,1,0,0,0,1,0,0,0,0,0,1
1,1,"CON128",1,1,0,0,0,1,0,0,0,0,1,1
1,1,"CON129",0,1,0,1,1,1,0,0,0,0,0,1
1,1,"CON130",0,1,0,0,0,0,1,0,0,2,0,1
1,1,"CON131",0,1,0,0,0,0,1,0,0,2,0,1
1,1,"CON132",0,1,0,0,0,0,0,0,0,0,2,1
1,1,"CON133",1,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON134",1,1,1,0,0,0,0,0,0,2,0,1
1,1,"CON135",0,1,0,0,0,0,0,0,0,2,1,1
1,1,"CON136",0,1,0,0,0,0,0,0,0,2,3,1
1,1,"CON137",0,1,0,0,0,0,0,0,0,4,0,1
1,1,"CON138",0,1,1,0,0,0,0,0,0,0,4,1
1,1,"CON139",0,0,0,0,0,0,0,0,0,2,0,1
1,1,"CON140",0,1,0,0,0,1,0,0,0,0,2,1
1,1,"CON141",1,1,0,0,0,1,0,0,0,0,0,1
1,1,"CON144",0,1,0,0,1,0,0,0,0,2,3,1
1,1,"CON145",0,1,0,0,1,0,0,1,0,0,0,1
1,1,"CON146",0,1,0,0,0,0,0,0,0,2,1,1
1,1,"CON147",0,1,0,0,0,0,1,0,0,1,3,1
1,1,"CON148",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON149",0,1,0,0,0,0,0,0,0,0,0,1
1,1,"CON150",0,1,0,0,0,0,0,0,0,2,2,1
1,1,"CON151",0,0,1,0,0,0,0,0,0,2,0,1
1,1,"CON152",0,1,0,1,1,0,0,0,0,0,0,1
1,1,"CON153",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON154",0,1,0,0,0,0,0,0,0,2,1,1
1,1,"CON155",0,1,0,0,0,0,0,0,0,2,2,1
1,1,"CON156",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON157",0,1,0,0,0,0,0,0,0,0,0,1
1,1,"CON158",0,1,0,0,0,1,0,0,0,0,2,1
1,1,"CON159",0,1,0,0,0,0,0,0,0,2,3,1
1,1,"CON160",0,1,1,0,0,0,0,0,0,2,0,1
1,1,"CON161",0,1,0,0,0,0,0,0,0,0,3,1
1,1,"CON162",0,1,1,0,0,0,0,0,0,0,0,1
1,1,"CON163",0,1,0,0,1,0,0,0,0,4,0,1
1,1,"CON164",0,1,0,0,0,0,1,0,0,0,0,1
1,1,"CON165",0,1,0,0,0,0,0,0,0,2,3,1
1,1,"CON166",0,1,0,0,0,0,1,0,0,2,0,1
1,1,"CON167",0,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON168",0,1,0,0,0,1,0,0,0,0,0,1
1,1,"CON169",0,1,0,0,0,0,0,0,0,2,2,1
1,1,"CON170",1,1,0,0,0,0,0,0,0,2,0,1
1,1,"CON172",0,1,0,0,0,0,1,0,0,2,0,1
1,1,"CON173",0,1,0,0,0,1,0,0,0,0,3,1
1,1,"CON174",0,1,0,0,1,0,0,0,0,3,3,1
1,1,"CON175",0,1,0,0,0,0,0,0,0,0,3,1
1,1,"CON176",0,1,0,0,0,0,0,0,0,1,0,1
1,1,"CON177",0,1,0,0,0,0,1,0,0,2,0,1
1,1,"CON178",0,1,0,0,0,0,1,0,0,2,0,1
1,1,"CON179",1,1,0,0,0,0,0,0,0,0,3,1
1,1,"CON180",0,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON130",0,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON131",0,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON132",0,1,0,0,0,0,0,0,0,0,2,1
3,1,"CON133",1,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON134",1,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON135",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON136",0,0,0,0,0,0,0,0,0,2,3,1
3,1,"CON137",0,1,0,0,0,0,1,0,0,4,0,1
3,1,"CON138",0,1,1,0,0,0,0,0,0,0,4,1
3,1,"CON139",0,0,0,0,0,1,0,0,0,2,0,1
3,1,"CON140",0,1,0,0,0,1,0,0,0,0,2,1
3,1,"CON141",1,1,0,0,0,1,0,0,0,0,0,1
3,1,"CON144",0,1,0,0,1,0,0,0,0,2,0,1
3,1,"CON145",0,1,0,0,1,0,0,1,0,0,0,1
3,1,"CON146",0,1,0,0,0,0,0,0,0,2,3,1
3,1,"CON147",0,1,0,0,0,0,1,0,0,1,0,1
3,1,"CON148",1,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON149",0,1,0,0,0,0,0,0,0,3,0,1
3,1,"CON150",0,1,0,0,0,0,0,0,0,2,2,1
3,1,"CON151",0,0,1,0,0,0,0,0,0,2,0,1
3,1,"CON152",0,1,0,1,1,0,0,0,0,0,0,1
3,1,"CON153",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON154",0,1,0,0,0,0,0,0,0,2,1,1
3,1,"CON155",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON156",0,1,0,0,0,0,0,0,0,2,0,1
3,1,"CON157",0,1,0,0,0,0,0,0,0,0,0,1
3,1,"CON158",0,1,0,0,0,1,0,0,0,0,2,1
3,1,"CON159",0,1,0,0,0,0,1,0,0,3,0,1
3,1,"CON160",0,1,1,0,0,0,0,0,0,2,0,1
3,1,"CON161",1,1,0,0,0,0,0,0,0,0,0,1
3,1,"CON162",0,1,0,0,0,1,1,0,0,0,0,1
3,1,"CON163",0,1,0,0,1,0,0,0,0,4,0,1
3,1,"CON164",0,1,0,0,0,1,1,0,0,0,0,1
3,1,"CON165",0,1,0,0,0,0,0,0,0,2,3,1
3,1,"CON166",0,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON167",0,1,0,0,0,0,0,0,0,1,0,1
3,1,"CON168",0,1,0,0,0,1,0,0,0,0,0,1
3,1,"CON169",0,1,0,1,0,0,0,0,0,2,0,1
3,1,"CON170",1,1,0,0,0,0,0,0,0,3,0,1
3,1,"CON172",0,1,0,0,0,0,1,0,0,0,0,1
3,1,"CON173",0,1,0,0,0,0,0,0,0,0,0,1
3,1,"CON174",0,1,0,1,1,0,0,0,0,3,0,1
3,1,"CON175",0,1,0,0,0,0,0,0,0,3,0,1
3,1,"CON176",0,1,0,0,0,0,0,0,0,1,0,1
3,1,"CON177",0,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON178",0,1,0,0,0,0,1,0,0,2,0,1
3,1,"CON179",1,1,0,0,0,0,0,0,0,0,3,1
3,1,"CON180",0,1,0,0,0,0,1,0,0,2,0,1
